LHCb Collaborations,2017,Measurement of the ratio of the $B^0 \to D^{*-} \tau^+ \nu_{\tau}$ and $B^0 \to D^{*-} \mu^+ \nu_{\mu}$ branching fractions using three-prong $\tau$-lepton decays,"Phys. Rev. Lett. 120, 171802",https://cds.cern.ch/record/2281448
LHCb Collaborations,2017,Measurement of $CP$ observables in $B^\pm \to D^{(*)} K^\pm$ and $B^\pm \to D^{(*)} \pi^\pm$ decays,Phys. Lett. B777 (2018) 16,https://cds.cern.ch/record/2280557
LHCb Collaborations,2017,Study of $b\bar{b}$ correlations in high energy proton-proton collisions,JHEP 11 (2017) 030,https://cds.cern.ch/record/2280575
LHCb Collaborations,2017,Search for baryon-number-violating $\Xi_b^0$ oscillations,Phys. Rev. Lett. 119 (2017) 181807,https://cds.cern.ch/record/2280559
LHCb Collaborations,2017,Observation of $D^0$ meson decays to $\pi^+\pi^-\mu^+\mu^-$ and $K^+K^-\mu^+\mu^-$ final states,Phys. Rev. Lett. 119 (2017) 181805,https://cds.cern.ch/record/2276004
LHCb Collaborations,2017,Study of prompt D$^0$ meson production in pPb collisions at $\sqrt{s}$=5 TeV,JHEP 10 (2017) 090,https://cds.cern.ch/record/2273792
LHCb Collaborations,2017,Updated branching fraction measurements of $B^0_{(s)} \to K_{\mathrm{\scriptscriptstyle S}}^0 h^+ h^{\prime -}$ decays,JHEP 11 (2017) 027,https://cds.cern.ch/record/2273487
LHCb Collaborations,2017,Observation of the doubly charmed baryon $\Xi_{cc}^{++}$,Phys. Rev. Lett. 119 (2017) 112001,https://cds.cern.ch/record/2273486
LHCb Collaborations,2017,Prompt and nonprompt J/$\psi$ production and nuclear modification in $p$Pb collisions at $\sqrt{s_{\text{NN}}}= 8.16$ TeV,Phys. Lett. B774 (2017) 159,https://cds.cern.ch/record/2271321
LHCb Collaborations,2017,Study of charmonium production in ${b}$-hadron decays and first evidence for the decay ${{{B}} ^0_{{s}}}  \rightarrow \phi \phi \phi $,Eur. Phys. J. C77 (2017) 609,https://cds.cern.ch/record/2271319
LHCb Collaborations,2017,Improved limit on the branching fraction of the rare decay $K^0_{\scriptscriptstyle S}\to\mu^+\mu^-$,Eur. Phys. J. C77 (2017) 678,https://cds.cern.ch/record/2267588
LHCb Collaborations,2017,Updated search for long-lived particles decaying to jet pairs,Eur. Phys. J. C77 (2017) 812,https://cds.cern.ch/record/2265567
LHCb Collaborations,2017,Test of lepton universality with $B^{0} \rightarrow K^{*0}\ell^{+}\ell^{-}$ decays,JHEP 08 (2017) 055,https://cds.cern.ch/record/2264957
LHCb Collaborations,2017,Measurement of $B^{0}_{s}$ and $D^{-}_{s}$ meson lifetimes,Phys. Rev. Lett. 119 (2017) 101801,https://cds.cern.ch/record/2263774
LHCb Collaborations,2017,Observation of charmless baryonic decays $B^0_{(s)} \to p \overline{p} h^+ h^{\prime-}$,Phys. Rev. D96 (2017) 051103,https://cds.cern.ch/record/2261383
LHCb Collaborations,2017,Resonances and $CP$ violation in $B_s^0$ and $\overline{B}_s^0 \to J/\psi K^+K^-$ decays in the mass region above the $\phi(1020)$,JHEP 08 (2017) 037,https://cds.cern.ch/record/2261875
LHCb Collaborations,2017,First observation of a baryonic $B_s^0$ decay,Phys. Rev. Lett. 119 (2017) 041802,https://cds.cern.ch/record/2261620
LHCb Collaborations,2017,Observation of the decays $\Lambda_b^0 \to \chi_{c1} p K^-$ and $\Lambda_b^0 \to \chi_{c2} p K^-$,Phys. Rev. Lett. 119 (2017) 062001,https://cds.cern.ch/record/2261172
LHCb Collaborations,2017,Observation of the $B^+ \to D^{*-}K^+\pi^+$ decay,Phys. Rev. D96 (2017) 011101,https://cds.cern.ch/record/2261149
LHCb Collaborations,2017,"Measurement of $B^0$, $B^0_s$, $B^+$ and $\Lambda^0_b$ production asymmetries in 7 and 8 TeV proton-proton collisions",Phys. Lett. B774 (2017) 139,https://cds.cern.ch/record/2257517
LHCb Collaborations,2017,Measurement of the $B^0_s\to\mu^+\mu^-$ branching fraction and effective lifetime and search for $B^0\to\mu^+\mu^-$ decays,Phys. Rev. Lett. 118 (2017) 191801,https://cds.cern.ch/record/2256145
LHCb Collaborations,2017,Observation of five new narrow $\Omega_c^0$ states decaying to $\Xi^+_c K^-$,Phys. Rev. Lett. 118 (2017) 182001,https://cds.cern.ch/record/2262802
LHCb Collaborations,2017,Search for the decays $B_s^0\to\tau^+\tau^-$ and $B^0\to\tau^+\tau^-$,Phys. Rev. Lett. 118 (2017) 251802,https://cds.cern.ch/record/2255070
LHCb Collaborations,2017,Observation of the decay $\Lambda^0_b \to p K^- \mu^+ \mu^-$ and a search for $C P$ violation,JHEP 06 (2017) 108,https://cds.cern.ch/record/2253838
